game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
401804925,2026,2026-02-12,2026-02-13 01:30:00+00:00,2026-02-12 20:30,EST,Missouri State Bears,Louisiana Tech Bulldogs,0,0,,,,,False,Great Southern Bank Arena,2026-02-13T01:30:00Z,2026-02-12,,,,louisianatech::missouristate,83470677926140683bff91dc490723ac,BetMGM,h2h,full_game,2026-02-13 01:30:00+00:00,2026-02-12 15:29:28+00:00,Missouri St Bears,Louisiana Tech Bulldogs,-225.0,185.0,,,,,,,,2026-02-13,1,False,145.9213104248047,4.316498756408691,71.46883,77.599014,2.1290357,2.6080592,145.9213104248047,4.316498756408691,,,,,,0.6923076923076923,0.3508771929824561,0.6494545938696703,0.3505454061303297,-0.1392725699235715,-0.000511131096519,-0.0618989199660318,-0.0009455925285603,0.4444444444444444,1.85
401804926,2026,2026-02-12,2026-02-12 23:30:00+00:00,2026-02-12 18:30,EST,Kennesaw State Owls,Middle Tennessee Blue Raiders,0,0,,,,,False,KSU Convocation Center,2026-02-12T23:30:00Z,2026-02-12,,,,kennesawstate::middletennesseeblueraiders,3a1b46326b1e26ce60a7a8ea63d2e4e5,BetMGM,h2h,full_game,2026-02-12 23:30:00+00:00,2026-02-12 15:29:28+00:00,Kennesaw St Owls,Middle Tennessee Blue Raiders,-185.0,150.0,,,,,,,,2026-02-12,0,False,140.02346801757812,-11.652910232543944,68.87008,75.813614,-6.1087313,-5.0340443,140.02346801757812,-11.652910232543944,,,,,,0.6491228070175439,0.4,0.1591318907280972,0.8408681092719028,-1.0,0.734780182119838,-0.7548508710404989,1.102170273179757,0.5405405405405406,1.5
401805193,2026,2026-02-12,2026-02-13 02:00:00+00:00,2026-02-12 21:00,EST,Abilene Christian Wildcats,UT Arlington Mavericks,0,0,,,,,False,Moody Coliseum (Abilene),2026-02-13T02:00:00Z,2026-02-12,,,,abilenechristian::utarlington,7a5f36bef7d80585cde6ea0a510da64f,BetMGM,h2h,full_game,2026-02-13 02:00:00+00:00,2026-02-12 15:29:28+00:00,Abilene Christian Wildcats,UT-Arlington Mavericks,-110.0,-110.0,,,,,,,,2026-02-13,1,False,144.35098266601562,2.65558123588562,70.78343,77.207596,1.0814047,1.9795439,144.35098266601562,2.65558123588562,,,,,,0.5238095238095238,0.5238095238095238,0.5937208436060175,0.4062791563939825,0.1468137715726368,-0.2468137715726368,0.1334670650660334,-0.2243761559751243,0.9090909090909092,0.9090909090909092
401805194,2026,2026-02-12,2026-02-13 02:00:00+00:00,2026-02-12 21:00,EST,Utah Tech Trailblazers,Utah Valley Wolverines,0,0,,,,,False,Burns Arena,2026-02-13T02:00:00Z,2026-02-12,,,,utahtechtrailblazers::utahvalleywolverines,b5c0bd3f43724097248bf20e365f4998,BetMGM,h2h,full_game,2026-02-13 02:00:00+00:00,2026-02-12 15:29:28+00:00,Utah Tech Trailblazers,Utah Valley Wolverines,280.0,-350.0,,,,,,,,2026-02-13,1,False,143.00808715820312,-9.437088012695312,70.17038,76.52707,-4.533655,-4.3501663,143.00808715820312,-9.437088012695312,,,,,,0.2631578947368421,0.7777777777777778,0.206172099973638,0.7938279000263619,-0.0773378643214911,0.0722255501186287,-0.2165460201001753,0.0206358714624653,2.8,0.2857142857142857
401805195,2026,2026-02-12,2026-02-13 01:30:00+00:00,2026-02-12 20:30,EST,Southern Utah Thunderbirds,California Baptist Lancers,0,0,,,,,False,America First Events Center,2026-02-13T01:30:00Z,2026-02-12,,,,californiabaptist::southernutahthunderbirds,77eac269457cb180dcdb55c7cc112f1a,BetMGM,h2h,full_game,2026-02-13 01:30:00+00:00,2026-02-12 15:29:28+00:00,Southern Utah Thunderbirds,Cal Baptist Lancers,200.0,-250.0,,,,,,,,2026-02-13,1,False,143.336181640625,12.253767013549805,70.36745,77.30043,5.1232095,7.3651724,143.336181640625,12.253767013549805,,,,,,0.3333333333333333,0.7142857142857143,0.8520206648990851,0.1479793351009148,0.7780309973486277,-1.0,1.5560619946972554,-0.7928289308587192,2.0,0.4
401806483,2026,2026-02-12,2026-02-13 00:30:00+00:00,2026-02-12 19:30,EST,Morehead State Eagles,Tennessee Tech Golden Eagles,0,0,,,,,False,Ellis T. Johnson Arena,2026-02-13T00:30:00Z,2026-02-12,,,,moreheadstate::tennesseetechgolden,4b89078980cbb2e02a0658d0e431b094,BetMGM,h2h,full_game,2026-02-13 00:30:00+00:00,2026-02-12 15:29:28+00:00,Morehead St Eagles,Tennessee Tech Golden Eagles,-190.0,155.0,,,,,,,,2026-02-13,1,False,138.79840087890625,6.741524696350098,68.38506,76.146255,1.7807268,5.1621513,138.79840087890625,6.741524696350098,,,,,,0.6551724137931034,0.392156862745098,0.7237370400777773,0.2762629599222227,0.198837416225554,-0.1906641627086013,0.10465127169766,-0.295529452198332,0.5263157894736842,1.55
401806485,2026,2026-02-12,2026-02-13 01:00:00+00:00,2026-02-12 20:00,EST,Southern Indiana Screaming Eagles,Tennessee State Tigers,0,0,,,,,False,Liberty Arena (IN),2026-02-13T01:00:00Z,2026-02-12,,,,southernindianascreaming::tennesseestate,49c3df376c82d0197a4f8f5ccceb4733,BetMGM,h2h,full_game,2026-02-13 02:00:00+00:00,2026-02-12 15:29:28+00:00,Southern Indiana Screaming Eagles,Tennessee St Tigers,230.0,-285.0,,,,,,,,2026-02-13,1,False,143.20103454589844,5.01988410949707,70.3047,77.04446,1.9173812,3.472126,143.20103454589844,5.01988410949707,,,,,,0.303030303030303,0.7402597402597403,0.6719738954289706,0.3280261045710294,0.5293538499633055,-1.0,1.2175138549156026,-0.5568770166321182,2.3,0.3508771929824561
401808464,2026,2026-02-12,2026-02-13 02:00:00+00:00,2026-02-12 21:00,EST,Eastern Washington Eagles,Idaho State Bengals,0,0,,,,,False,Reese Court,2026-02-13T02:00:00Z,2026-02-12,,,,easternwashington::idahostate,9ea58884c56029ba651ea35f943dac69,BetMGM,h2h,full_game,2026-02-13 02:00:00+00:00,2026-02-12 15:29:28+00:00,Eastern Washington Eagles,Idaho State Bengals,-175.0,145.0,,,,,,,,2026-02-13,1,False,141.8512420654297,2.9149398803710938,69.699715,76.67859,0.6975322,2.5547557,141.8512420654297,2.9149398803710938,,,,,,0.6363636363636364,0.4081632653061224,0.6026262666456028,0.3973737333543972,-0.0927777667245923,-0.0182305884701565,-0.053015866699767,-0.0264343532817269,0.5714285714285714,1.45
401808481,2026,2026-02-12,2026-02-13 02:00:00+00:00,2026-02-12 21:00,EST,Idaho Vandals,Weber State Wildcats,0,0,,,,,False,ICCU Arena,2026-02-13T02:00:00Z,2026-02-12,,,,idahovandals::weberstate,b1f6804fb8d47e9d326d370a883f1821,BetMGM,h2h,full_game,2026-02-13 02:00:00+00:00,2026-02-12 15:29:28+00:00,Idaho Vandals,Weber State Wildcats,-225.0,185.0,,,,,,,,2026-02-13,1,False,145.697021484375,9.191112518310549,71.38383,77.70874,4.239795,5.292658,145.697021484375,9.191112518310549,,,,,,0.6923076923076923,0.3508771929824561,0.7880174165448907,0.2119825834551093,0.3110566037708946,-0.2139727768394261,0.1382473794537309,-0.3958496371529383,0.4444444444444444,1.85
401808528,2026,2026-02-12,2026-02-13 01:00:00+00:00,2026-02-12 20:00,EST,Northern Arizona Lumberjacks,Portland State Vikings,0,0,,,,,False,J. Lawrence Walkup Skydome,2026-02-13T01:00:00Z,2026-02-12,,,,northernarizonalumberjacks::portlandstate,00a6f12a97001f36887f26ce54a3040a,BetMGM,h2h,full_game,2026-02-13 01:00:00+00:00,2026-02-12 15:29:28+00:00,Northern Arizona Lumberjacks,Portland St Vikings,320.0,-425.0,,,,,,,,2026-02-13,1,False,139.4513397216797,-0.8276100158691406,68.62407,76.02809,-1.4713352,0.92368937,139.4513397216797,-0.8276100158691406,,,,,,0.238095238095238,0.8095238095238095,0.4704768817564916,0.5295231182435084,0.3050009073053952,-1.0,0.9760029033772648,-0.3458832068756661,3.2,0.2352941176470588
