game_id,season,date_game,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time_iso,display_date,start_time_local_venue,start_tz_abbr_venue,date_utc,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetMGM,h2h,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:41+00:00,UC Irvine Anteaters,UC Riverside Highlanders,-900.0,600.0,,,,,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetMGM,spreads,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:41+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,-12.5,-115.0,12.5,-105.0,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetMGM,totals,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:41+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,,,,,141.5,-115.0,-105.0,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetOnline.ag,h2h,full,2025-12-05 03:00:00+00:00,2025-12-04 21:52:19+00:00,UC Irvine Anteaters,UC Riverside Highlanders,-900.0,613.0,,,,,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetOnline.ag,spreads,full,2025-12-05 03:00:00+00:00,2025-12-04 21:52:19+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,-12.5,-115.0,12.5,-105.0,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetOnline.ag,totals,full,2025-12-05 03:00:00+00:00,2025-12-04 21:52:19+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,,,,,141.5,-116.0,-104.0,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetRivers,h2h,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:13+00:00,UC Irvine Anteaters,UC Riverside Highlanders,-910.0,510.0,,,,,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetRivers,spreads,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:13+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,-12.5,-114.0,12.5,-109.0,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetRivers,totals,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:13+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,,,,,142.0,-112.0,-112.0,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetUS,h2h,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:14+00:00,UC Irvine Anteaters,UC Riverside Highlanders,-900.0,600.0,,,,,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetUS,spreads,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:14+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,-12.5,-110.0,12.5,-110.0,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,BetUS,totals,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:14+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,,,,,142.0,-110.0,-110.0,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,Bovada,h2h,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:44+00:00,UC Irvine Anteaters,UC Riverside Highlanders,-950.0,600.0,,,,,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,Bovada,spreads,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:44+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,-13.0,-110.0,13.0,-110.0,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,Bovada,totals,full,2025-12-05 03:00:00+00:00,2025-12-04 21:53:44+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,,,,,142.0,-105.0,-115.0,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,Caesars,h2h,full,2025-12-05 03:00:00+00:00,2025-12-04 21:51:41+00:00,UC Irvine Anteaters,UC Riverside Highlanders,-900.0,600.0,,,,,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
401809105,2025,2025-12-04,2025-12-05 03:00:00+00:00,2025-12-04 22:00,EST,UC Irvine Anteaters,UC Riverside Highlanders,0,0,,,,,False,Bren Events Center,2025-12-05T03:00:00Z,2025-12-04,,,2025-12-04,californiariverside::ucirvineanteaters,a64b452972ebb31845d4843f67702904,Caesars,spreads,full,2025-12-05 03:00:00+00:00,2025-12-04 21:51:41+00:00,UC Irvine Anteaters,UC Riverside Highlanders,,,-12.5,-110.0,12.5,-110.0,,,,2025-12-05,1,142.163,6.044055094962912,,,,,142.163,6.044055094962912
