game_id,season,date_game,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,start_time,source,pair_key,event_id,book,market,period,commence_time,last_update,home_team_name,away_team_name,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,date_line,_day_diff,partial_pair,pred_total_full,pred_margin_full,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,pred_total,pred_margin,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,BetOnline.ag,spreads,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:33+00:00,Miami Hurricanes,Delaware St Hornets,,,-34.5,-110.0,34.5,-110.0,,,,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,,-3.7272468566894545,,-0.10803614077360738,,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,BetOnline.ag,totals,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:33+00:00,Miami Hurricanes,Delaware St Hornets,,,,,,,151.5,-110.0,-110.0,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,-4.963891601562494,,-0.0327649610664191,,-0.16546305338541648,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,FanDuel,spreads,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:20+00:00,Miami Hurricanes,Delaware St Hornets,,,-34.5,-110.0,34.5,-110.0,,,,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,,-3.7272468566894545,,-0.10803614077360738,,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,FanDuel,totals,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:20+00:00,Miami Hurricanes,Delaware St Hornets,,,,,,,152.5,-110.0,-110.0,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,-5.963891601562494,,-0.03910748591188521,,-0.1987963867187498,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,Fanatics,spreads,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:44+00:00,Miami Hurricanes,Delaware St Hornets,,,-34.5,-110.0,34.5,-110.0,,,,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,,-3.7272468566894545,,-0.10803614077360738,,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,Fanatics,totals,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:44+00:00,Miami Hurricanes,Delaware St Hornets,,,,,,,152.0,-110.0,-110.0,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,-5.463891601562494,,-0.03594665527343746,,-0.18212972005208314,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,LowVig.ag,spreads,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:21+00:00,Miami Hurricanes,Delaware St Hornets,,,-34.5,-106.0,34.5,-106.0,,,,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,,-3.7272468566894545,,-0.10803614077360738,,,,0.9878248400948489,0.012175159905151056,,,,,,
401809418,2025.0,2025-11-23,Miami Hurricanes,Delaware State Hornets,0.0,0.0,,,,,False,Watsco Center,2025-11-23 18:00:00+00:00,,delawarestate::miamihurricanes,8c6a60118b4100d45c05319ff1378952,LowVig.ag,totals,full_game,2025-11-23 18:00:00+00:00,2025-11-23 04:01:21+00:00,Miami Hurricanes,Delaware St Hornets,,,,,,,151.5,-108.0,-108.0,2025-11-23,0.0,False,146.5361083984375,30.772753143310545,71.52967,78.694565,17.240374,21.180035,146.5361083984375,30.772753143310545,-4.963891601562494,,-0.0327649610664191,,-0.16546305338541648,,,0.9878248400948489,0.012175159905151056,,,,,,
401812790,2025.0,2025-11-23,UConn Huskies,Bryant Bulldogs,0.0,0.0,,,,,False,PeoplesBank Arena,2025-11-23 23:00:00+00:00,,bryant::connecticut,a45795d0233be1eac87ca99d3970d54d,BetOnline.ag,spreads,full_game,2025-11-23 23:00:00+00:00,2025-11-23 23:00:05+00:00,UConn Huskies,Bryant Bulldogs,,,-35.5,-115.0,35.5,-105.0,,,,2025-11-23,0.0,False,151.72982788085938,39.00369644165039,74.07606,79.97171,18.625763,20.424463,151.72982788085938,39.00369644165039,,3.5036964416503906,,0.09869567441268706,,,,0.9962113762530256,0.0037886237469744177,,,,,,
401812790,2025.0,2025-11-23,UConn Huskies,Bryant Bulldogs,0.0,0.0,,,,,False,PeoplesBank Arena,2025-11-23 23:00:00+00:00,,bryant::connecticut,a45795d0233be1eac87ca99d3970d54d,BetOnline.ag,totals,full_game,2025-11-23 23:00:00+00:00,2025-11-23 23:00:05+00:00,UConn Huskies,Bryant Bulldogs,,,,,,,147.5,-110.0,-110.0,2025-11-23,0.0,False,151.72982788085938,39.00369644165039,74.07606,79.97171,18.625763,20.424463,151.72982788085938,39.00369644165039,4.229827880859375,,0.028676799192266948,,0.1409942626953125,,,0.9962113762530256,0.0037886237469744177,,,,,,
