game_id,season,date,start_time,start_time_local,start_tz_abbr,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue
401823345,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Jacksonville Dolphins,Florida A&M Rattlers,0,0,,,,,False,Swisher Gymnasium
401820827,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Butler Bulldogs,Eastern Michigan Eagles,0,0,,,,,False,Hinkle Fieldhouse
401820811,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,East Carolina Pirates,Maryland Eastern Shore Hawks,0,0,,,,,False,Minges Coliseum
401820801,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Charlotte 49ers,North Carolina A&T Aggies,0,0,,,,,False,Halton Arena
401818303,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Yale Bulldogs,SUNY-Maritime Privateers,0,0,,,,,False,John J. Lee Amphitheater
401817168,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Rhode Island Rams,Brown Bears,0,0,,,,,False,Thomas M. Ryan Center
401813451,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Duquesne Dukes,William & Mary Tribe,0,0,,,,,False,UPMC Cooper Fieldhouse
401813440,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Dayton Flyers,East Tennessee State Buccaneers,0,0,,,,,False,UD Arena
401812289,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Providence Friars,Fairleigh Dickinson Knights,0,0,,,,,False,Amica Mutual Pavilion
401806372,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,South Carolina Gamecocks,Virginia Tech Hokies,0,0,,,,,False,Colonial Life Arena
401806370,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Wake Forest Demon Deacons,Oklahoma Sooners,0,0,,,,,False,LJVM Coliseum
401806367,2025,2025-12-02,2025-12-03 00:00:00+00:00,2025-12-02 19:00,EST,Pittsburgh Panthers,Texas A&M Aggies,0,0,,,,,False,Petersen Events Center
401806364,2025,2025-12-02,2025-12-03 00:30:00+00:00,2025-12-02 19:30,EST,Duke Blue Devils,Florida Gators,0,0,,,,,False,Cameron Indoor Stadium
401829349,2025,2025-12-02,2025-12-03 00:30:00+00:00,2025-12-02 19:30,EST,Southeast Missouri State Redhawks,Saint Mary of the Woods College Pomeroys,0,0,,,,,False,Show Me Center
401828909,2025,2025-12-02,2025-12-03 00:30:00+00:00,2025-12-02 19:30,EST,Drake Bulldogs,Western Illinois Leathernecks,0,0,,,,,False,Knapp Center
401826882,2025,2025-12-02,2025-12-03 00:30:00+00:00,2025-12-02 19:30,EST,Wichita State Shockers,Mount Marty College Lancers,0,0,,,,,False,Charles Koch Arena
401826845,2025,2025-12-02,2025-12-03 00:30:00+00:00,2025-12-02 19:30,EST,Tulane Green Wave,Grambling Tigers,0,0,,,,,False,Devlin Fieldhouse
401812359,2025,2025-12-02,2025-12-03 00:30:00+00:00,2025-12-02 19:30,EST,Long Island University Sharks,Winthrop Eagles,0,0,,,,,False,Steinberg Wellness Center
401825393,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Rutgers Scarlet Knights,Purdue Boilermakers,0,0,,,,,False,Jersey Mike’s Arena
401828285,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Tulsa Golden Hurricane,Manhattan Christian Thunder,0,0,,,,,False,Reynolds Center
401828278,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,North Texas Mean Green,Houston Christian Huskies,0,0,,,,,False,The Super Pit
401827217,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Maryland Terrapins,Wagner Seahawks,0,0,,,,,False,XFINITY Center
401826861,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Murray State Racers,Morehead State Eagles,0,0,,,,,False,CFSB Center
401824138,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Bradley Braves,Washington State Cougars,0,0,,,,,False,Carver Arena
401823871,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Arkansas State Red Wolves,UT Arlington Mavericks,0,0,,,,,False,First National Bank Arena
401822394,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Northern Illinois Huskies,Lindenwood Lions,0,0,,,,,False,NIU Convocation Center
401822335,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Marquette Golden Eagles,Valparaiso Beacons,0,0,,,,,False,Fiserv Forum
401819828,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Baylor Bears,Sacramento State Hornets,0,0,,,,,False,Foster Pavilion
401817159,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Loyola Chicago Ramblers,Central Michigan Chippewas,0,0,,,,,False,Gentile Arena
401813292,2025,2025-12-02,2025-12-03 01:00:00+00:00,2025-12-02 20:00,EST,Oklahoma State Cowboys,Sam Houston Bearkats,0,0,,,,,False,Gallagher-Iba Arena
401812791,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Kansas Jayhawks,UConn Huskies,0,0,,,,,False,Allen Fieldhouse
401823789,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Grand Canyon Lopes,Stetson Hatters,0,0,,,,,False,Global Credit Union Arena
401823527,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Pepperdine Waves,Abilene Christian Wildcats,0,0,,,,,False,Firestone Fieldhouse
401820834,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Creighton Bluejays,Nicholls Colonels,0,0,,,,,False,CHI Health Center Omaha
401806371,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Ole Miss Rebels,Miami Hurricanes,0,0,,,,,False,The Sandy and John Black Pavilion at Ole Miss
401806369,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Florida State Seminoles,Georgia Bulldogs,0,0,,,,,False,Tucker Center
401806368,2025,2025-12-02,2025-12-03 02:00:00+00:00,2025-12-02 21:00,EST,Notre Dame Fighting Irish,Missouri Tigers,0,0,,,,,False,Purcell Pavilion
401806365,2025,2025-12-02,2025-12-03 02:30:00+00:00,2025-12-02 21:30,EST,Kentucky Wildcats,North Carolina Tar Heels,0,0,,,,,False,Rupp Arena
401825394,2025,2025-12-02,2025-12-03 03:00:00+00:00,2025-12-02 22:00,EST,Oregon Ducks,USC Trojans,0,0,,,,,False,Matthew Knight Arena
401826909,2025,2025-12-02,2025-12-03 03:00:00+00:00,2025-12-02 22:00,EST,Nevada Wolf Pack,UC San Diego Tritons,0,0,,,,,False,Lawlor Events Center
401817224,2025,2025-12-02,2025-12-03 03:00:00+00:00,2025-12-02 22:00,EST,California Golden Bears,Utah Utes,0,0,,,,,False,Haas Pavilion
401817188,2025,2025-12-02,2025-12-03 03:00:00+00:00,2025-12-02 22:00,EST,Loyola Marymount Lions,Saint Louis Billikens,0,0,,,,,False,Gersten Pavilion
