event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price
e92ddead662adfc6f790b3c5c11ff140,FanDuel,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:34:53+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,h2h,2h,-6000.0,1400.0,,,,,,,
e92ddead662adfc6f790b3c5c11ff140,FanDuel,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:34:53+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,spreads,full_game,,,-16.5,-108.0,16.5,-122.0,,,
e92ddead662adfc6f790b3c5c11ff140,FanDuel,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:34:53+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,totals,full_game,,,,,,,140.5,-122.0,-108.0
e92ddead662adfc6f790b3c5c11ff140,BetRivers,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:39+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,spreads,full_game,,,-15.5,-124.0,15.5,-121.0,,,
e92ddead662adfc6f790b3c5c11ff140,BetRivers,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:39+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,totals,full_game,,,,,,,137.5,-114.0,-130.0
e92ddead662adfc6f790b3c5c11ff140,BetMGM,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:51+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,h2h,2h,-5000.0,1150.0,,,,,,,
e92ddead662adfc6f790b3c5c11ff140,BetMGM,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:51+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,spreads,full_game,,,-16.5,-105.0,16.5,-125.0,,,
e92ddead662adfc6f790b3c5c11ff140,BetMGM,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:51+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,totals,full_game,,,,,,,136.5,-115.0,-115.0
e92ddead662adfc6f790b3c5c11ff140,DraftKings,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:50+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,h2h,2h,-2800.0,1200.0,,,,,,,
e92ddead662adfc6f790b3c5c11ff140,DraftKings,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:50+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,spreads,full_game,,,-15.5,-110.0,15.5,-120.0,,,
e92ddead662adfc6f790b3c5c11ff140,DraftKings,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:50+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,totals,full_game,,,,,,,138.5,-115.0,-115.0
e92ddead662adfc6f790b3c5c11ff140,Fanatics,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:50+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,h2h,2h,-3500.0,1300.0,,,,,,,
e92ddead662adfc6f790b3c5c11ff140,Fanatics,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:50+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,spreads,full_game,,,-15.5,-115.0,15.5,-115.0,,,
e92ddead662adfc6f790b3c5c11ff140,Fanatics,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:50+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,totals,full_game,,,,,,,136.5,-115.0,-115.0
e92ddead662adfc6f790b3c5c11ff140,Bovada,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:00+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,h2h,2h,-2500.0,1000.0,,,,,,,
e92ddead662adfc6f790b3c5c11ff140,Bovada,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:00+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,spreads,full_game,,,-14.5,-105.0,14.5,-125.0,,,
e92ddead662adfc6f790b3c5c11ff140,Bovada,2025-11-15 16:39:12.982990+00:00,2025-11-15 16:38:00+00:00,2025-11-15 16:00:00+00:00,South Alabama Jaguars,Coppin St Eagles,totals,full_game,,,,,,,138.5,-105.0,-125.0
